# Convergence Analysis with parameters:
#   scheme              : euler
#   Final time T        : 0.500000
#   Number of particles : 10000
#
# NOTE: The most recent j and K data is on the bottom
#
# dt                  Strong              Weak-($h(X)=X$)     Weak-($h(X)=X^2$)   
  0.000262            0.015077            0.000101            0.000204            
  0.000297            0.016124            0.000118            0.000184            
  0.000331            0.017221            0.000168            0.000121            
  0.000366            0.017981            0.000259            0.000269            
  0.000401            0.018931            0.000289            0.000405            
  0.000436            0.020021            0.000220            0.000765            
  0.000471            0.020677            0.000035            0.000776            
  0.000506            0.021514            0.000063            0.000644            
  0.000541            0.022148            0.000128            0.000907            
  0.000576            0.022868            0.000332            0.000789            
  0.000611            0.023721            0.000219            0.000194            
  0.000646            0.024457            0.000246            0.001174            
  0.000680            0.024927            0.000189            0.000356            
  0.000715            0.025674            0.000246            0.000494            

# Order j             0.543 +- 0.005      0.548 +- 0.214      0.845 +- 0.320      
# Factor K            1.315 +- 0.048      0.012 +- 0.020      0.331 +- 0.805      

  0.000052            0.005651            0.000079            0.000062            
  0.000087            0.008062            0.000078            0.000077            
  0.000122            0.009913            0.000124            0.000298            
  0.000157            0.011237            0.000100            0.000227            
  0.000192            0.012770            0.000096            0.000220            
  0.000227            0.013746            0.000097            0.000364            
  0.000262            0.014908            0.000124            0.000198            
  0.000297            0.016002            0.000074            0.000330            
  0.000331            0.017046            0.000146            0.000161            
  0.000366            0.017870            0.000223            0.000302            
  0.000401            0.018776            0.000192            0.000519            
  0.000436            0.019574            0.000119            0.000742            
  0.000471            0.020257            0.000287            0.000791            
  0.000506            0.021234            0.000155            0.000692            
  0.000541            0.021987            0.000173            0.001097            
  0.000576            0.022747            0.000173            0.001006            
  0.000611            0.023301            0.000146            0.000344            
  0.000646            0.024221            0.000301            0.001165            
  0.000680            0.024686            0.000144            0.000421            
  0.000715            0.025507            0.000555            0.000540            

# Order j             0.541 +- 0.005      0.841 +- 0.292      0.838 +- 0.278      
# Factor K            1.281 +- 0.045      0.126 +- 0.280      0.359 +- 0.757      

  0.000052            0.005690            0.000047            0.000005            
  0.000087            0.008010            0.000095            0.000032            
  0.000122            0.009877            0.000171            0.000300            
  0.000157            0.011338            0.000088            0.000191            
  0.000192            0.012786            0.000194            0.000219            
  0.000227            0.014023            0.000049            0.000236            
  0.000262            0.015168            0.000030            0.000351            
  0.000297            0.016054            0.000189            0.000333            
  0.000331            0.017126            0.000196            0.000183            
  0.000366            0.018021            0.000178            0.000397            
  0.000401            0.019036            0.000183            0.000410            
  0.000436            0.019796            0.000347            0.000953            
  0.000471            0.020760            0.000184            0.000912            
  0.000506            0.021303            0.000084            0.000727            
  0.000541            0.022142            0.000160            0.001067            
  0.000576            0.022963            0.000077            0.001122            
  0.000611            0.023812            0.000079            0.000374            
  0.000646            0.024146            0.000287            0.001226            
  0.000680            0.024981            0.000155            0.000556            
  0.000715            0.025721            0.000440            0.000621            

# Order j             0.542 +- 0.005      0.474 +- 0.260      0.923 +- 0.280      
# Factor K            1.313 +- 0.051      0.007 +- 0.014      0.742 +- 1.576      

  0.000052            0.005649            0.000037            0.000066            
  0.000087            0.008056            0.000138            0.000039            
  0.000122            0.009904            0.000265            0.000298            
  0.000157            0.011515            0.000149            0.000219            
  0.000192            0.012669            0.000069            0.000128            
  0.000227            0.013987            0.000255            0.000356            
  0.000262            0.015156            0.000315            0.000262            
  0.000297            0.016270            0.000328            0.000286            
  0.000331            0.017093            0.000200            0.000072            
  0.000366            0.018184            0.000370            0.000267            
  0.000401            0.019029            0.000372            0.000411            
  0.000436            0.019932            0.000431            0.000751            
  0.000471            0.020845            0.000171            0.000906            
  0.000506            0.021540            0.000366            0.000672            
  0.000541            0.022270            0.000515            0.000922            
  0.000576            0.023028            0.000030            0.001047            
  0.000611            0.023641            0.000533            0.000410            
  0.000646            0.024654            0.000463            0.001333            
  0.000680            0.025273            0.000128            0.000190            
  0.000715            0.025903            0.000345            0.000511            

# Order j             0.547 +- 0.005      0.414 +- 0.211      0.878 +- 0.349      
# Factor K            1.367 +- 0.049      0.007 +- 0.012      0.467 +- 1.236      

  0.000052            0.005619            0.000041            0.000044            
  0.000087            0.007995            0.000104            0.000056            
  0.000122            0.009864            0.000198            0.000309            
  0.000157            0.011395            0.000267            0.000205            
  0.000192            0.012849            0.000198            0.000238            
  0.000227            0.014052            0.000467            0.000364            
  0.000262            0.015008            0.000294            0.000143            
  0.000297            0.016068            0.000329            0.000404            
  0.000331            0.017205            0.000443            0.000045            
  0.000366            0.017986            0.000372            0.000271            
  0.000401            0.018932            0.000248            0.000416            
  0.000436            0.019773            0.000287            0.000827            
  0.000471            0.020548            0.000365            0.000772            
  0.000506            0.021165            0.000563            0.000734            
  0.000541            0.022236            0.000343            0.000910            
  0.000576            0.022944            0.000283            0.001049            
  0.000611            0.023611            0.000247            0.000209            
  0.000646            0.024197            0.000258            0.001116            
  0.000680            0.025057            0.000520            0.000513            
  0.000715            0.025581            0.000290            0.000328            

# Order j             0.542 +- 0.005      0.332 +- 0.141      0.797 +- 0.318      
# Factor K            1.303 +- 0.053      0.004 +- 0.005      0.244 +- 0.592      

  0.000052            0.005702            0.000008            0.000056            
  0.000087            0.008094            0.000039            0.000076            
  0.000122            0.010014            0.000125            0.000247            
  0.000157            0.011455            0.000033            0.000183            
  0.000192            0.012891            0.000153            0.000159            
  0.000227            0.014149            0.000110            0.000068            
  0.000262            0.015371            0.000041            0.000199            
  0.000297            0.016387            0.000058            0.000194            
  0.000331            0.017324            0.000119            0.000185            
  0.000366            0.018486            0.000130            0.000115            
  0.000401            0.019210            0.000167            0.000508            
  0.000436            0.020251            0.000083            0.000848            
  0.000471            0.020862            0.000197            0.000909            
  0.000506            0.021791            0.000084            0.000658            
  0.000541            0.022414            0.000220            0.000951            
  0.000576            0.023397            0.000055            0.000898            
  0.000611            0.024073            0.000308            0.000280            
  0.000646            0.024754            0.000328            0.001185            
  0.000680            0.025388            0.000244            0.000374            
  0.000715            0.026099            0.000216            0.000716            

# Order j             0.546 +- 0.005      0.954 +- 0.287      1.067 +- 0.357      
# Factor K            1.371 +- 0.054      0.246 +- 0.533      1.938 +- 5.218      

  0.000052            0.005641            0.000102            0.000101            
  0.000087            0.007871            0.000094            0.000147            
  0.000122            0.009753            0.000106            0.000476            
  0.000157            0.011261            0.000114            0.000315            
  0.000192            0.012443            0.000213            0.000414            
  0.000227            0.013722            0.000335            0.000449            
  0.000262            0.014896            0.000245            0.000408            
  0.000297            0.015993            0.000181            0.000654            
  0.000331            0.016900            0.000302            0.000189            
  0.000366            0.017752            0.000296            0.000525            
  0.000401            0.018546            0.000341            0.000726            
  0.000436            0.019530            0.000104            0.001112            
  0.000471            0.020368            0.000268            0.001079            
  0.000506            0.021020            0.000343            0.000847            
  0.000541            0.021875            0.000297            0.001252            
  0.000576            0.022802            0.000533            0.001199            
  0.000611            0.023177            0.000337            0.000782            
  0.000646            0.023951            0.000486            0.001366            
  0.000680            0.024549            0.000502            0.000543            
  0.000715            0.025295            0.000465            0.000862            

# Order j             0.542 +- 0.005      0.730 +- 0.150      0.719 +- 0.192      
# Factor K            1.293 +- 0.048      0.091 +- 0.104      0.200 +- 0.293      

  0.000052            0.005704            0.000112            0.000029            
  0.000087            0.008087            0.000129            0.000127            
  0.000122            0.009910            0.000099            0.000380            
  0.000157            0.011490            0.000147            0.000194            
  0.000192            0.012731            0.000222            0.000139            
  0.000227            0.013983            0.000260            0.000303            
  0.000262            0.015007            0.000114            0.000146            
  0.000297            0.015984            0.000183            0.000279            
  0.000331            0.017002            0.000163            0.000131            
  0.000366            0.018131            0.000382            0.000183            
  0.000401            0.018761            0.000282            0.000326            
  0.000436            0.019915            0.000223            0.000648            
  0.000471            0.020563            0.000375            0.000756            
  0.000506            0.021476            0.000362            0.000647            
  0.000541            0.022059            0.000285            0.000838            
  0.000576            0.022875            0.000282            0.000766            
  0.000611            0.023637            0.000332            0.000282            
  0.000646            0.023850            0.000579            0.001118            
  0.000680            0.024994            0.000200            0.000237            
  0.000715            0.025541            0.000120            0.000548            

# Order j             0.538 +- 0.005      0.436 +- 0.182      0.843 +- 0.318      
# Factor K            1.267 +- 0.053      0.008 +- 0.011      0.313 +- 0.755      

  0.000052            0.005734            0.000104            0.000107            
  0.000087            0.007961            0.000105            0.000109            
  0.000122            0.009837            0.000204            0.000239            
  0.000157            0.011457            0.000187            0.000202            
  0.000192            0.012737            0.000126            0.000111            
  0.000227            0.014003            0.000130            0.000176            
  0.000262            0.015087            0.000298            0.000235            
  0.000297            0.016102            0.000130            0.000306            
  0.000331            0.017144            0.000098            0.000183            
  0.000366            0.018008            0.000196            0.000260            
  0.000401            0.018842            0.000268            0.000596            
  0.000436            0.019876            0.000412            0.000923            
  0.000471            0.020616            0.000422            0.001023            
  0.000506            0.021383            0.000420            0.000999            
  0.000541            0.022139            0.000545            0.001173            
  0.000576            0.022862            0.000497            0.001076            
  0.000611            0.023885            0.000523            0.000348            
  0.000646            0.024397            0.000309            0.001139            
  0.000680            0.025048            0.000470            0.000700            
  0.000715            0.025985            0.000495            0.000946            

# Order j             0.547 +- 0.004      0.863 +- 0.170      1.092 +- 0.288      
# Factor K            1.360 +- 0.046      0.267 +- 0.344      2.903 +- 6.299      

  0.000052            0.005684            0.000035            0.000022            
  0.000087            0.007986            0.000096            0.000064            
  0.000122            0.009868            0.000042            0.000276            
  0.000157            0.011421            0.000122            0.000076            
  0.000192            0.012759            0.000069            0.000067            
  0.000227            0.014082            0.000272            0.000147            
  0.000262            0.015063            0.000265            0.000053            
  0.000297            0.016078            0.000399            0.000250            
  0.000331            0.017093            0.000238            0.000213            
  0.000366            0.017969            0.000352            0.000102            
  0.000401            0.018822            0.000316            0.000373            
  0.000436            0.019813            0.000522            0.000563            
  0.000471            0.020622            0.000593            0.000573            
  0.000506            0.021475            0.000475            0.000414            
  0.000541            0.022068            0.000550            0.000515            
  0.000576            0.022935            0.000805            0.000762            
  0.000611            0.023715            0.000378            0.000227            
  0.000646            0.024268            0.000425            0.001031            
  0.000680            0.024994            0.000302            0.000151            
  0.000715            0.025757            0.000379            0.000196            

# Order j             0.544 +- 0.005      0.707 +- 0.208      0.857 +- 0.406      
# Factor K            1.323 +- 0.047      0.090 +- 0.143      0.266 +- 0.820      

  0.000052            0.005736            0.000112            0.000081            
  0.000087            0.008116            0.000131            0.000108            
  0.000122            0.009891            0.000177            0.000419            
  0.000157            0.011463            0.000178            0.000348            
  0.000192            0.012719            0.000139            0.000202            
  0.000227            0.013921            0.000164            0.000332            
  0.000262            0.015203            0.000072            0.000421            
  0.000297            0.016279            0.000160            0.000252            
  0.000331            0.017257            0.000350            0.000313            
  0.000366            0.018121            0.000381            0.000472            
  0.000401            0.019145            0.000472            0.000718            
  0.000436            0.019830            0.000280            0.000984            
  0.000471            0.020612            0.000398            0.001188            
  0.000506            0.021499            0.000608            0.000974            
  0.000541            0.022349            0.000460            0.001249            
  0.000576            0.023183            0.000328            0.001044            
  0.000611            0.023832            0.000571            0.000750            
  0.000646            0.024368            0.000237            0.001351            
  0.000680            0.025057            0.000811            0.000584            
  0.000715            0.025801            0.000718            0.000706            

# Order j             0.543 +- 0.005      1.015 +- 0.235      0.818 +- 0.223      
# Factor K            1.324 +- 0.047      0.970 +- 1.726      0.403 +- 0.683      

  0.000052            0.005604            0.000093            0.000084            
  0.000087            0.007920            0.000091            0.000093            
  0.000122            0.009770            0.000222            0.000256            
  0.000157            0.011271            0.000201            0.000163            
  0.000192            0.012598            0.000166            0.000247            
  0.000227            0.013828            0.000182            0.000110            
  0.000262            0.015115            0.000334            0.000253            
  0.000297            0.016157            0.000229            0.000273            
  0.000331            0.017082            0.000388            0.000157            
  0.000366            0.017992            0.000253            0.000214            
  0.000401            0.019052            0.000183            0.000480            
  0.000436            0.019811            0.000316            0.000760            
  0.000471            0.020706            0.000241            0.000922            
  0.000506            0.021400            0.000031            0.000737            
  0.000541            0.022275            0.000238            0.000686            
  0.000576            0.022742            0.000293            0.000951            
  0.000611            0.023655            0.000459            0.000115            
  0.000646            0.024148            0.000340            0.000843            
  0.000680            0.025037            0.000549            0.000263            
  0.000715            0.025621            0.000417            0.000391            

# Order j             0.547 +- 0.005      0.521 +- 0.179      0.705 +- 0.316      
# Factor K            1.354 +- 0.057      0.016 +- 0.023      0.107 +- 0.258      

  0.000052            0.005618            0.000032            0.000042            
  0.000087            0.008049            0.000110            0.000050            
  0.000122            0.009822            0.000134            0.000388            
  0.000157            0.011354            0.000155            0.000275            
  0.000192            0.012648            0.000199            0.000273            
  0.000227            0.014020            0.000186            0.000280            
  0.000262            0.015174            0.000177            0.000191            
  0.000297            0.016097            0.000301            0.000351            
  0.000331            0.017082            0.000272            0.000144            
  0.000366            0.018072            0.000248            0.000262            
  0.000401            0.018895            0.000431            0.000567            
  0.000436            0.019774            0.000337            0.000684            
  0.000471            0.020401            0.000580            0.000878            
  0.000506            0.021240            0.000585            0.000775            
  0.000541            0.022054            0.000399            0.001012            
  0.000576            0.022708            0.000437            0.000847            
  0.000611            0.023542            0.000400            0.000171            
  0.000646            0.024209            0.000444            0.001239            
  0.000680            0.024965            0.000595            0.000382            
  0.000715            0.025467            0.000586            0.000438            

# Order j             0.540 +- 0.005      0.847 +- 0.126      0.742 +- 0.304      
# Factor K            1.280 +- 0.052      0.265 +- 0.253      0.165 +- 0.383      

  0.000052            0.005655            0.000108            0.000044            
  0.000087            0.008048            0.000050            0.000036            
  0.000122            0.009853            0.000185            0.000252            
  0.000157            0.011380            0.000085            0.000198            
  0.000192            0.012711            0.000036            0.000118            
  0.000227            0.014044            0.000154            0.000169            
  0.000262            0.015181            0.000075            0.000252            
  0.000297            0.016248            0.000069            0.000262            
  0.000331            0.017217            0.000048            0.000169            
  0.000366            0.018128            0.000064            0.000088            
  0.000401            0.018913            0.000201            0.000288            
  0.000436            0.019849            0.000202            0.000712            
  0.000471            0.020497            0.000067            0.000801            
  0.000506            0.021324            0.000260            0.000554            
  0.000541            0.022174            0.000140            0.000924            
  0.000576            0.023028            0.000184            0.000597            
  0.000611            0.023678            0.000226            0.000148            
  0.000646            0.024212            0.000311            0.000988            
  0.000680            0.024908            0.000044            0.000240            
  0.000715            0.025639            0.000147            0.000342            

# Order j             0.540 +- 0.005      0.418 +- 0.241      0.789 +- 0.363      
# Factor K            1.289 +- 0.053      0.004 +- 0.007      0.185 +- 0.512      

  0.000052            0.005768            0.000038            0.000125            
  0.000087            0.008057            0.000078            0.000201            
  0.000122            0.009831            0.000079            0.000379            
  0.000157            0.011457            0.000113            0.000306            
  0.000192            0.012808            0.000135            0.000368            
  0.000227            0.014027            0.000060            0.000309            
  0.000262            0.015240            0.000109            0.000328            
  0.000297            0.016104            0.000209            0.000573            
  0.000331            0.017136            0.000108            0.000183            
  0.000366            0.018166            0.000096            0.000380            
  0.000401            0.018865            0.000139            0.000552            
  0.000436            0.019761            0.000215            0.001049            
  0.000471            0.020534            0.000325            0.000949            
  0.000506            0.021559            0.000150            0.000715            
  0.000541            0.022217            0.000094            0.001200            
  0.000576            0.023069            0.000091            0.001130            
  0.000611            0.023584            0.000172            0.000468            
  0.000646            0.024273            0.000178            0.001023            
  0.000680            0.025015            0.000286            0.000385            
  0.000715            0.025703            0.000068            0.000552            

# Order j             0.540 +- 0.005      0.388 +- 0.204      0.613 +- 0.228      
# Factor K            1.294 +- 0.047      0.003 +- 0.005      0.073 +- 0.127      

# Order j             0.543 +- 0.001      0.616 +- 0.060      0.810 +- 0.068      
# Factor K            1.313 +- 0.012      0.030 +- 0.014      0.279 +- 0.144      

